MissionDate,CountryOfCitizenship,R-T,PULOC,DropLoc,AlienMasterIDCount,MissionIDCount,JuvenileCount,JuvPercent,NCCount,NCPercent
2017-07-25,GUATEMALA,T,KBFI,KIWA,2,1,0.0,0.0,1.0,50.0
2017-08-01,GUATEMALA,T,KBFI,KIWA,7,1,0.0,0.0,4.0,57.14285714285714
2017-08-08,GUATEMALA,T,KBFI,KIWA,13,1,1.0,0.07692307692307693,5.0,38.46153846153847
2017-08-15,GUATEMALA,T,KBFI,KIWA,11,1,0.0,0.0,9.0,81.81818181818183
2017-08-22,GUATEMALA,T,KBFI,KIWA,5,1,0.0,0.0,4.0,80.0
2017-08-29,GUATEMALA,T,KBFI,KIWA,11,1,0.0,0.0,10.0,90.9090909090909
2017-09-05,GUATEMALA,T,KBFI,KIWA,7,1,0.0,0.0,7.0,100.0
2017-09-12,GUATEMALA,T,KBFI,KIWA,4,1,0.0,0.0,0.0,0.0
2017-09-19,GUATEMALA,T,KBFI,KIWA,6,1,3.0,0.5,6.0,100.0
2017-09-26,GUATEMALA,T,KBFI,KIWA,6,1,0.0,0.0,3.0,50.0
2017-10-03,GUATEMALA,T,KBFI,KIWA,5,1,0.0,0.0,3.0,60.0
2017-10-10,GUATEMALA,T,KBFI,KIWA,8,1,0.0,0.0,5.0,62.5
2017-10-17,GUATEMALA,T,KBFI,KIWA,5,1,0.0,0.0,2.0,40.0
2017-10-24,GUATEMALA,T,KBFI,KIWA,7,1,0.0,0.0,4.0,57.14285714285714
2017-10-31,GUATEMALA,T,KBFI,KIWA,1,1,0.0,0.0,1.0,100.0
2017-11-07,GUATEMALA,T,KBFI,KIWA,11,1,0.0,0.0,7.0,63.63636363636363
2017-11-21,GUATEMALA,T,KBFI,KIWA,21,1,0.0,0.0,15.0,71.42857142857143
2017-11-28,GUATEMALA,T,KBFI,KIWA,9,1,0.0,0.0,5.0,55.55555555555556
2017-12-05,GUATEMALA,T,KBFI,KELP,4,1,0.0,0.0,3.0,75.0
2017-12-12,GUATEMALA,T,KBFI,KIWA,6,1,0.0,0.0,3.0,50.0
2017-12-26,GUATEMALA,T,KBFI,KIWA,4,1,0.0,0.0,2.0,50.0
2018-01-02,GUATEMALA,T,KBFI,KIWA,11,1,0.0,0.0,8.0,72.72727272727273
2018-01-16,GUATEMALA,T,KBFI,KIWA,14,1,0.0,0.0,9.0,64.28571428571429
2018-01-30,GUATEMALA,T,KBFI,KIWA,15,1,0.0,0.0,11.0,73.33333333333333
2018-02-13,GUATEMALA,T,KBFI,KIWA,8,1,0.0,0.0,5.0,62.5
2018-02-27,GUATEMALA,T,KBFI,KIWA,19,1,0.0,0.0,12.0,63.1578947368421
2018-03-06,GUATEMALA,T,KBFI,KIWA,4,1,0.0,0.0,2.0,50.0
2018-03-13,GUATEMALA,T,KBFI,KIWA,9,1,0.0,0.0,7.0,77.77777777777779
2018-04-03,GUATEMALA,T,KBFI,KIWA,17,1,0.0,0.0,9.0,52.94117647058824
2018-04-10,GUATEMALA,T,KBFI,KIWA,10,1,0.0,0.0,4.0,40.0
