MissionDate,MissionID,PULOC,DropLoc,AlienMasterID,MissionID
2010-10-02,137,KBFI,KIWA,1,1
2010-10-02,137,KBFI,KSAN,53,1
2010-10-02,137,KIWA,KBFI,26,1
2010-10-06,117,KBFI,KHRL,18,1
2010-10-06,117,KBFI,KIWA,28,1
2010-10-06,117,KIWA,KBFI,1,1
2010-10-09,128,KBFI,KSAN,63,1
2010-10-09,128,KIWA,KBFI,17,1
2010-10-13,172,KBFI,KHRL,27,1
2010-10-13,172,KBFI,KIAH,21,1
2010-10-16,194,KBFI,KIWA,1,1
2010-10-16,194,KBFI,KSAN,47,1
2010-10-16,194,KIWA,KBFI,49,1
2010-10-23,230,KBFI,KIWA,1,1
2010-10-23,230,KBFI,KSAN,99,1
2010-10-23,230,KIWA,KBFI,2,1
2010-10-27,258,KBFI,KHRL,20,1
2010-10-27,258,KBFI,KIWA,44,1
2010-10-27,258,KIWA,KBFI,1,1
2010-10-30,268,KBFI,KSAN,92,1
2010-10-30,268,KIWA,KBFI,4,1
2010-11-03,283,KBFI,KHRL,47,1
2010-11-03,283,KBFI,KIWA,4,1
2010-11-03,283,KIWA,KBFI,1,1
2010-11-06,293,KBFI,KSAN,79,1
2010-11-06,293,KIWA,KBFI,1,1
2010-11-10,319,KBFI,KHRL,46,1
2010-11-10,319,KBFI,KIWA,5,1
2010-11-13,323,KBFI,KSAN,77,1
2010-11-17,370,KBFI,KHRL,18,1
2010-11-17,370,KBFI,KIWA,23,1
2010-11-17,370,KIWA,KBFI,2,1
2010-11-20,380,KBFI,KIWA,7,1
2010-11-20,380,KBFI,KSAN,75,1
2010-11-27,408,KBFI,KSAN,98,1
2010-11-27,408,KIWA,KBFI,10,1
2010-12-01,426,KBFI,KHRL,15,1
2010-12-01,426,KBFI,KIWA,17,1
2010-12-04,429,KBFI,KSAN,94,1
2010-12-08,463,KBFI,KHRL,20,1
2010-12-08,463,KBFI,KIWA,23,1
2010-12-11,465,KBFI,KSAN,104,1
2010-12-11,465,KIWA,KBFI,4,1
2010-12-15,500,KBFI,KELP,1,1
2010-12-15,500,KBFI,KHRL,16,1
2010-12-15,500,KBFI,KIWA,10,1
2010-12-20,558,KBFI,KIWA,2,1
2010-12-20,558,KBFI,KSAN,131,1
2010-12-22,535,KBFI,KHRL,52,1
2010-12-22,535,KBFI,KIWA,12,1
2010-12-29,568,KBFI,KHRL,47,1
2011-01-05,597,KBFI,KHRL,75,1
2011-01-08,600,KBFI,KIWA,1,1
2011-01-08,600,KBFI,KSAN,74,1
2011-01-12,637,KBFI,KHRL,72,1
2011-01-12,637,KBFI,KIWA,30,1
2011-01-12,637,KIWA,KBFI,1,1
2011-01-15,640,KBFI,KSAN,103,1
2011-01-15,640,KIWA,KBFI,3,1
2011-01-19,674,KBFI,KHRL,40,1
2011-01-19,674,KBFI,KIWA,4,1
2011-01-21,677,KBFI,KIWA,2,1
2011-01-21,677,KBFI,KSAN,114,1
2011-01-21,677,KIWA,KBFI,1,1
2011-01-26,714,KBFI,KIWA,61,1
2011-01-29,717,KBFI,KSAN,117,1
2011-02-02,755,KBFI,KHRL,31,1
2011-02-02,755,KBFI,KIWA,42,1
2011-02-05,765,KBFI,KSAN,92,1
2011-02-09,797,KBFI,KHRL,59,1
2011-02-09,797,KBFI,KIWA,1,1
2011-02-12,800,KBFI,KIWA,24,1
2011-02-12,800,KBFI,KSAN,70,1
2011-02-12,800,KIWA,KBFI,1,1
2011-02-16,840,KBFI,KHRL,40,1
2011-02-16,840,KBFI,KIWA,3,1
2011-02-19,843,KBFI,KIWA,2,1
2011-02-19,843,KBFI,KSAN,85,1
2011-02-26,885,KBFI,KSAN,96,1
2011-02-26,885,KIWA,KBFI,11,1
2011-03-02,924,KBFI,KHRL,40,1
2011-03-02,924,KBFI,KIWA,12,1
2011-03-02,924,KIWA,KBFI,10,1
2011-03-05,944,KBFI,KSAN,71,1
2011-03-09,962,KBFI,KHRL,32,1
2011-03-09,962,KBFI,KIWA,2,1
2011-03-10,975,KOAK,KBFI,9,1
2011-03-12,973,KBFI,KIWA,15,1
2011-03-12,973,KBFI,KSAN,94,1
2011-03-16,1002,KBFI,KHRL,47,1
2011-03-16,1002,KBFI,KIWA,12,1
2011-03-19,1023,KBFI,KSAN,78,1
2011-03-23,1031,KOAK,KBFI,3,1
2011-03-23,1036,KBFI,KHRL,56,1
2011-03-26,1059,KBFI,KSAN,78,1
2011-03-30,1081,KBFI,KHRL,30,1
2011-03-30,1081,KBFI,KIWA,12,1
2011-03-30,1081,KIWA,KBFI,12,1
2011-04-02,1103,KBFI,KSAN,76,1
2011-04-06,1125,KBFI,KHRL,40,1
2011-04-06,1125,KBFI,KIWA,3,1
2011-04-06,1125,KIWA,KBFI,14,1
2011-04-09,1184,KBFI,KSAN,80,1
2011-04-13,1162,KBFI,KHRL,29,1
2011-04-13,1162,KBFI,KIWA,21,1
2011-04-13,1162,KIWA,KBFI,4,1
2011-04-16,1182,KBFI,KIWA,1,1
2011-04-16,1182,KBFI,KSAN,81,1
2011-04-20,1202,KBFI,KHRL,54,1
2011-04-20,1202,KBFI,KIWA,15,1
2011-04-20,1202,KIWA,KBFI,3,1
2011-04-23,1216,KBFI,KIWA,1,1
2011-04-23,1216,KBFI,KSAN,55,1
2011-04-27,1238,KBFI,KHRL,42,1
2011-04-27,1238,KBFI,KIWA,2,1
2011-04-27,1238,KIWA,KBFI,1,1
2011-04-30,1278,KBFI,KSAN,64,1
2011-05-04,1281,KBFI,KHRL,48,1
2011-05-04,1281,KBFI,KIWA,4,1
2011-05-04,1281,KIWA,KBFI,53,1
2011-05-07,1305,KBFI,KIWA,3,1
2011-05-07,1305,KBFI,KSAN,55,1
2011-05-07,1305,KIWA,KBFI,40,1
2011-05-11,1328,KBFI,KHRL,46,1
2011-05-11,1328,KBFI,KIWA,18,1
2011-05-14,1354,KBFI,KSAN,68,1
2011-05-14,1354,KIWA,KBFI,12,1
2011-05-18,1376,KBFI,KHRL,52,1
2011-05-18,1376,KBFI,KIWA,26,1
2011-05-18,1376,KIWA,KBFI,12,1
2011-05-21,1400,KBFI,KSAN,67,1
2011-05-21,1400,KIWA,KBFI,47,1
2011-05-25,1419,KBFI,KHRL,46,1
2011-05-25,1419,KBFI,KIWA,32,1
2011-05-25,1419,KIWA,KBFI,4,1
2011-05-28,1445,KBFI,KSAN,99,1
2011-05-28,1445,KIWA,KBFI,16,1
2011-06-01,1458,KBFI,KHRL,33,1
2011-06-01,1458,KBFI,KIWA,1,1
2011-06-01,1458,KIWA,KBFI,4,1
2011-06-08,1499,KBFI,KHRL,34,1
2011-06-08,1499,KBFI,KIWA,26,1
2011-06-11,1522,KBFI,KSAN,38,1
2011-06-11,1522,KIWA,KBFI,10,1
2011-06-15,1543,KBFI,KHRL,33,1
2011-06-15,1543,KBFI,KIWA,14,1
2011-06-15,1543,KIWA,KBFI,1,1
2011-06-18,1568,KBFI,KSAN,69,1
2011-06-18,1568,KIWA,KBFI,6,1
2011-06-22,1588,KBFI,KHRL,26,1
2011-06-22,1588,KBFI,KIWA,1,1
2011-06-22,1588,KIWA,KBFI,32,1
2011-06-25,1604,KBFI,KIWA,8,1
2011-06-25,1604,KBFI,KSAN,53,1
2011-06-25,1604,KIWA,KBFI,9,1
2011-06-29,1634,KBFI,KHRL,39,1
2011-06-29,1634,KBFI,KIWA,23,1
2011-06-29,1634,KIWA,KBFI,10,1
2011-07-02,1656,KBFI,KSAN,73,1
2011-07-02,1656,KIWA,KBFI,6,1
2011-07-06,1671,KBFI,KELP,1,1
2011-07-06,1671,KBFI,KHRL,27,1
2011-07-09,1694,KBFI,KSAN,61,1
2011-07-13,1714,KBFI,KHRL,62,1
2011-07-13,1714,KBFI,KIWA,22,1
2011-07-16,1743,KBFI,KIWA,1,1
2011-07-16,1743,KBFI,KSAN,54,1
2011-07-16,1743,KIWA,KBFI,14,1
2011-07-20,1765,KBFI,KHRL,52,1
2011-07-20,1765,KBFI,KIWA,1,1
2011-07-23,1793,KBFI,KSAN,82,1
2011-07-23,1793,KIWA,KBFI,24,1
2011-07-27,1816,KBFI,KHRL,32,1
2011-07-30,1844,KBFI,KIWA,4,1
2011-07-30,1844,KBFI,KSAN,39,1
2011-08-03,1867,KBFI,KHRL,38,1
2011-08-03,1867,KBFI,KIWA,21,1
2011-08-06,1892,KBFI,KIWA,10,1
2011-08-06,1892,KBFI,KSAN,111,1
2011-08-10,1919,KBFI,KHRL,46,1
2011-08-10,1919,KBFI,KIWA,27,1
2011-08-13,1925,KBFI,KSAN,52,1
2011-08-17,1968,KBFI,KHRL,57,1
2011-08-17,1968,KBFI,KIWA,28,1
2011-08-20,1993,KBFI,KIWA,2,1
2011-08-20,1993,KBFI,KSAN,68,1
2011-08-24,2017,KBFI,KHRL,41,1
2011-08-24,2017,KBFI,KIWA,5,1
2011-08-24,2017,KIWA,KBFI,8,1
2011-08-27,2045,KBFI,KSAN,107,1
2011-08-31,2069,KBFI,KHRL,33,1
2011-08-31,2069,KBFI,KIWA,13,1
2011-08-31,2069,KIWA,KBFI,1,1
2011-09-03,2096,KBFI,KSAN,73,1
2011-09-03,2096,KIWA,KBFI,50,1
2011-09-07,2099,KBFI,ZBAA,6,1
2011-09-07,2116,KBFI,KHRL,34,1
2011-09-07,2116,KBFI,KIWA,17,1
2011-09-07,2116,KIWA,KBFI,1,1
2011-09-10,2142,KBFI,KSAN,61,1
2011-09-14,2165,KBFI,KHRL,33,1
2011-09-14,2165,KBFI,KIWA,11,1
2011-09-17,2188,KBFI,KSAN,101,1
2011-09-17,2188,KIWA,KBFI,1,1
2011-09-21,2212,KBFI,KHRL,32,1
2011-09-21,2212,KBFI,KIWA,12,1
2011-09-23,2239,KBFI,KSAN,99,1
2011-09-28,2266,KBFI,KHRL,75,1
2011-09-28,2266,KBFI,KIWA,24,1
2011-10-01,2291,KBFI,KIWA,1,1
2011-10-01,2291,KBFI,KSAN,39,1
2011-10-01,2291,KIWA,KBFI,1,1
2011-10-05,2308,KBFI,KHRL,47,1
2011-10-05,2308,KBFI,KIWA,19,1
2011-10-05,2308,KIWA,KBFI,9,1
2011-10-08,2331,KBFI,KSAN,45,1
2011-10-08,2331,KIWA,KBFI,14,1
2011-10-12,2342,KBFI,KHRL,26,1
2011-10-12,2342,KBFI,KIWA,11,1
2011-10-12,2342,KIWA,KBFI,24,1
2011-10-15,2367,KBFI,KSAN,75,1
2011-10-15,2367,KIWA,KBFI,28,1
2011-10-19,2384,KBFI,KHRL,36,1
2011-10-19,2384,KBFI,KIWA,1,1
2011-10-19,2384,KIWA,KBFI,21,1
2011-10-22,2408,KBFI,KSAN,59,1
2011-10-26,2428,KBFI,KHRL,44,1
2011-10-26,2428,KBFI,KIWA,17,1
2011-10-26,2428,KIWA,KBFI,16,1
2011-10-29,2452,KBFI,KSAN,60,1
2011-10-29,2452,KIWA,KBFI,23,1
2011-11-02,2469,KIWA,KBFI,54,1
2011-11-05,2493,KBFI,KSAN,63,1
2011-11-05,2493,KIWA,KBFI,7,1
2011-11-07,2495,KBFI,KIWA,2,1
2011-11-07,2495,KBFI,KSAN,20,1
2011-11-07,2495,KOAK,KBFI,1,1
2011-11-09,2512,KBFI,KHRL,34,1
2011-11-09,2512,KBFI,KIWA,30,1
2011-11-16,2547,KBFI,KHRL,65,1
2011-11-16,2547,KBFI,KIWA,11,1
2011-11-19,2568,KBFI,KSAN,89,1
2011-11-23,2590,KBFI,KHRL,48,1
2011-11-23,2590,KBFI,KIWA,11,1
2011-11-23,2590,KIWA,KBFI,1,1
2011-11-25,2606,KLRD,KBFI,57,1
2011-11-30,2625,KBFI,KHRL,67,1
2011-11-30,2625,KBFI,KIWA,16,1
2011-11-30,2625,KIWA,KBFI,1,1
2011-12-03,2647,KBFI,KSAN,82,1
2011-12-03,2647,KIWA,KBFI,1,1
2011-12-07,2669,KBFI,KHRL,37,1
2011-12-07,2669,KBFI,KIWA,13,1
2011-12-10,2687,KBFI,KIWA,1,1
2011-12-10,2687,KBFI,KSAN,88,1
2011-12-14,2712,KBFI,KHRL,38,1
2011-12-14,2712,KBFI,KIWA,28,1
2011-12-14,2712,KIWA,KBFI,5,1
2011-12-17,2735,KBFI,KSAN,61,1
2011-12-17,2735,KIWA,KBFI,9,1
2011-12-21,2758,KBFI,KHRL,28,1
2011-12-21,2758,KBFI,KIWA,12,1
2011-12-28,2796,KBFI,KHRL,49,1
2011-12-28,2796,KBFI,KIWA,5,1
2011-12-28,2796,KIWA,KBFI,2,1
2011-12-31,2818,KBFI,KSAN,61,1
2012-01-04,2830,KBFI,KHRL,26,1
2012-01-04,2830,KBFI,KIWA,4,1
2012-01-07,2852,KBFI,KSAN,48,1
2012-01-07,2852,KIWA,KBFI,9,1
2012-01-11,2874,KBFI,KHRL,32,1
2012-01-11,2874,KBFI,KIWA,14,1
2012-01-11,2874,KIWA,KBFI,5,1
2012-01-14,2892,KBFI,KIWA,21,1
2012-01-14,2892,KBFI,KSAN,60,1
2012-01-21,2937,KBFI,KIWA,1,1
2012-01-21,2937,KBFI,KSAN,41,1
2012-01-25,2959,KBFI,KHRL,25,1
2012-01-25,2959,KBFI,KIWA,1,1
2012-01-28,2982,KBFI,KSAN,64,1
2012-01-28,2982,KIWA,KBFI,5,1
2012-02-01,3003,KBFI,KHRL,28,1
2012-02-01,3003,KBFI,KIWA,5,1
2012-02-04,3023,KBFI,KSAN,55,1
2012-02-08,3048,KBFI,KIWA,7,1
2012-02-08,3048,KBFI,KSAN,48,1
2012-02-15,3098,KBFI,KIWA,10,1
2012-02-15,3098,KBFI,KSAN,67,1
2012-02-15,3098,KIWA,KBFI,1,1
2012-02-22,3138,KBFI,KHRL,1,1
2012-02-22,3138,KBFI,KIWA,17,1
2012-02-22,3138,KBFI,KSAN,76,1
2012-02-29,3186,KBFI,KIWA,22,1
2012-02-29,3186,KBFI,KSAN,85,1
2012-02-29,3186,KIWA,KBFI,16,1
2012-03-07,3235,KBFI,KIWA,3,1
2012-03-07,3235,KBFI,KSAN,72,1
2012-03-07,3235,KIWA,KBFI,33,1
2012-03-14,3280,KBFI,KELP,1,1
2012-03-14,3280,KBFI,KIWA,39,1
2012-03-14,3280,KBFI,KSAN,95,1
2012-03-21,3318,KBFI,KIWA,16,1
2012-03-21,3318,KBFI,KSAN,94,1
2012-03-21,3318,KIWA,KBFI,39,1
2012-03-28,3368,KBFI,KIWA,17,1
2012-03-28,3368,KBFI,KSAN,98,1
2012-03-28,3368,KIWA,KBFI,3,1
2012-04-04,3410,KBFI,KIWA,9,1
2012-04-04,3410,KBFI,KSAN,110,1
2012-04-04,3410,KIWA,KBFI,21,1
2012-04-04,3424,KSAT,KBFI,100,1
2012-04-11,3448,KBFI,KIWA,23,1
2012-04-11,3448,KBFI,KSAN,105,1
2012-04-11,3448,KIWA,KBFI,15,1
2012-04-18,3497,KBFI,KELP,5,1
2012-04-18,3497,KBFI,KHRL,44,1
2012-04-18,3497,KBFI,KIWA,32,1
2012-04-18,3497,KIWA,KBFI,20,1
2012-04-21,3525,KBFI,KSAN,130,1
2012-04-25,3549,KBFI,KIWA,21,1
2012-04-25,3549,KBFI,KSAN,73,1
2012-04-25,3549,KIWA,KBFI,20,1
2012-04-28,3576,KSAT,KBFI,95,1
2012-05-02,3601,KBFI,KIWA,33,1
2012-05-02,3601,KBFI,KSAN,99,1
2012-05-02,3601,KIWA,KBFI,17,1
2012-05-09,3650,KBFI,KIWA,52,1
2012-05-09,3650,KBFI,KSAN,44,1
2012-05-09,3650,KIWA,KBFI,14,1
2012-05-10,3676,KHRL,KBFI,128,1
