"Date"|"Flight"|"Departure"|"STD"|"Arrival"|"STA"|"Aircraft"|"Status"|"Duration"
"27 Jan"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 16:37 EST"|"06h25m"
"27 Jan"|" WAL201"|"Miami, FL(MIA/KMIA)"|"10:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 "|"Landed"|"01h43m"
"27 Jan"|" WAL408"|"Columbus, GA(CSG/KCSG)"|"09:05 EST"|"Houston, TX(IAH/KIAH)"|"-"|"MD83 (N804WA)"|"Landed 09:53 CST"|"01h37m"
"27 Jan"|" WAL708"|"San Antonio, TX(SAT/KSAT)"|"08:00 CST"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 "|"Landed"|"01h39m"
"27 Jan"|" WAL9807"|"-"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N807TR)"|"Landed 14:53 CST"|"06h39m"
"27 Jan"|" WAL608"|"Alexandria, LA(AEX/KAEX)"|"06:55 CST"|"San Salvador(SAL/MSLP)"|"-"|"MD83 (N806WA)"|"Landed"|"02h45m"
"27 Jan"|" WAL408"|"Miami, FL(MIA/KMIA)"|"06:25 EST"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 (N804WA)"|"Landed"|"01h27m"
"27 Jan"|" WAL608"|"San Antonio, TX(SAT/KSAT)"|"04:40 CST"|"Alexandria, LA(AEX/KAEX)"|"-"|"MD83 (N806WA)"|"Landed"|"00h51m"
"26 Jan"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"14:30 AST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed"|"02h15m"
"26 Jan"|" WAL523"|"Miami, FL(MIA/KMIA)"|"-"|"-"|"-"|"MD83 (N805WA)"|"Landed"|"-"
"26 Jan"|" WAL201"|"Miami, FL(MIA/KMIA)"|"10:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 "|"Landed"|"01h47m"
"25 Jan"|" WAL523"|"Camaguey(CMW/MUCM)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 23:01 EST"|"00h56m"
"25 Jan"|" WAL522"|"Miami, FL(MIA/KMIA)"|"-"|"Camaguey(CMW/MUCM)"|"-"|"MD83 (N805WA)"|"Landed"|"-"
"25 Jan"|" WAL553"|"Varadero(VRA/MUVR)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 16:17 EST"|"00h44m"
"25 Jan"|" WAL9107"|"Georgetown(GCM/MWCR)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 14:33 EST"|"01h16m"
"25 Jan"|" WAL552"|"Miami, FL(MIA/KMIA)"|"-"|"Varadero(VRA/MUVR)"|"-"|"MD83 (N805WA)"|"Landed"|"-"
"24 Jan"|" WAL107"|"Miami, FL(MIA/KMIA)"|"19:40 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N808WA)"|"Landed 21:27 EST"|"01h08m"
"24 Jan"|" WAL106"|"Georgetown(GCM/MWCR)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 18:32 EST"|"01h02m"
"24 Jan"|" WAL608"|"La Mesa(SAP/MHLM)"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N806WA)"|"Landed 18:18 CST"|"-"
"24 Jan"|" WAL408"|"Brownsville, TX(BRO/KBRO)"|"13:05 CST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N804WA)"|"Landed 15:47 EST"|"02h02m"
"24 Jan"|" WAL9106"|"Miami, FL(MIA/KMIA)"|"14:00 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 "|"Landed"|"01h10m"
"24 Jan"|" WAL3182"|"Miami, FL(MIA/KMIA)"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N808WA)"|"Landed 14:59 EST"|"01h10m"
"24 Jan"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"14:30 AST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 15:43 EST"|"02h08m"
"24 Jan"|" WAL708"|"Guatemala City(GUA/MGGT)"|"12:00 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 "|"Landed"|"05h46m"
"24 Jan"|" WAL608"|"Alexandria, LA(AEX/KAEX)"|"11:15 CST"|"La Mesa(SAP/MHLM)"|"-"|"MD83 (N806WA)"|"Landed"|"02h31m"
"24 Jan"|" WAL408"|"Columbus, GA(CSG/KCSG)"|"10:40 EST"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 (N804WA)"|"Landed"|"02h16m"
"24 Jan"|" WAL9807"|"-"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N807TR)"|"Landed 14:06 CST"|"-"
"24 Jan"|" WAL201"|"Miami, FL(MIA/KMIA)"|"-"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"-"
"24 Jan"|" WAL608"|"San Antonio, TX(SAT/KSAT)"|"09:00 CST"|"Alexandria, LA(AEX/KAEX)"|"-"|"MD83 (N806WA)"|"Landed"|"00h57m"
"24 Jan"|" WAL408"|"Miami, FL(MIA/KMIA)"|"08:00 EST"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 (N804WA)"|"Landed"|"01h19m"
"24 Jan"|" WAL708"|"San Antonio, TX(SAT/KSAT)"|"06:25 CST"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 "|"Landed"|"00h40m"
"24 Jan"|" WAL9807"|"San Antonio, TX(SAT/KSAT)"|"-"|"-"|"-"|"MD83 (N807TR)"|"Landed"|"-"
"23 Jan"|" WAL3182"|"Santiago(SCU/MUCU)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 18:31 EST"|"01h41m"
"23 Jan"|" WAL201"|"-"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 15:41 EST"|"-"
"23 Jan"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"14:30 AST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"02h14m"
"23 Jan"|" WAL408"|"Alexandria, LA(AEX/KAEX)"|"12:05 CST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N804WA)"|"Landed 16:51 EST"|"01h39m"
"23 Jan"|" WAL3181"|"Miami, FL(MIA/KMIA)"|"12:30 EST"|"Santiago(SCU/MUCU)"|"-"|"MD83 (N808WA)"|"Landed"|"01h08m"
"23 Jan"|" WAL408"|"Columbus, GA(CSG/KCSG)"|"10:40 EST"|"Alexandria, LA(AEX/KAEX)"|"-"|"MD83 (N804WA)"|"Landed"|"01h21m"
"23 Jan"|" WAL201"|"Miami, FL(MIA/KMIA)"|"10:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"01h46m"
"23 Jan"|" WAL408"|"Miami, FL(MIA/KMIA)"|"08:00 EST"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 (N804WA)"|"Landed"|"01h20m"
"23 Jan"|" WAL608"|"-"|"-"|"-"|"-"|"MD83 (N806WA)"|"Landed"|"-"
"22 Jan"|" WAL408"|"Santo Domingo(SDQ/MDSD)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N804WA)"|"Landed 17:24 EST"|"02h06m"
"22 Jan"|" WAL408"|"Santo Domingo(SDQ/MDSD)"|"-"|"Santo Domingo(SDQ/MDSD)"|"-"|"MD83 (N804WA)"|"Landed 14:26 AST"|"-"
"22 Jan"|" WAL408"|"Alexandria, LA(AEX/KAEX)"|"06:30 CST"|"Port-au-Prince(PAP/MTPP)"|"-"|"MD83 (N804WA)"|"Landed"|"02h47m"
"22 Jan"|" WAL408"|"Miami, FL(MIA/KMIA)"|"04:10 EST"|"Alexandria, LA(AEX/KAEX)"|"-"|"MD83 (N804WA)"|"Landed 05:53 CST"|"02h04m"
"21 Jan"|" WAL201"|"-"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 18:17 EST"|"-"
"21 Jan"|" WAL408"|"Guatemala City(GUA/MGGT)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N804WA)"|"Landed 17:34 EST"|"02h01m"
"21 Jan"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"14:30 AST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"02h28m"
"21 Jan"|" WAL708"|"Guatemala City(GUA/MGGT)"|"12:10 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 "|"Landed"|"02h40m"
"21 Jan"|" WAL408"|"Miami, FL(MIA/KMIA)"|"10:35 EST"|"Guatemala City(GUA/MGGT)"|"-"|"MD83 (N804WA)"|"Landed"|"04h21m"
"21 Jan"|" WAL201"|"Miami, FL(MIA/KMIA)"|"10:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"01h44m"
"21 Jan"|" WAL708"|"Brownsville, TX(BRO/KBRO)"|"08:45 CST"|"Guatemala City(GUA/MGGT)"|"-"|"MD83 "|"Landed"|"01h59m"
"21 Jan"|" WAL408"|"Columbus, GA(CSG/KCSG)"|"08:05 EST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"01h17m"
"21 Jan"|" WAL708"|"San Antonio, TX(SAT/KSAT)"|"06:35 CST"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 "|"Landed"|"00h48m"
"21 Jan"|" WAL9807"|"-"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N807TR)"|"Landed 15:51 CST"|"09h11m"
"21 Jan"|" WAL9804"|"-"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N804WA)"|"Landed 09:51 EST"|"03h50m"
"21 Jan"|" WAL408"|"Miami, FL(MIA/KMIA)"|"05:25 EST"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 "|"Landed"|"01h23m"
"20 Jan"|" WAL9804"|"Miami, FL(OPF/KOPF)"|"16:00 EST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N804WA)"|"Landed 17:00 EST"|"00h12m"
"20 Jan"|" WAL888"|"La Mesa(SAP/MHLM)"|"15:00 CST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 17:30 EST"|"01h46m"
"20 Jan"|" WAL708"|"Brownsville, TX(BRO/KBRO)"|"14:40 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 "|"Landed"|"00h44m"
"20 Jan"|" WAL201"|"-"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 15:51 EST"|"-"
"20 Jan"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"14:30 AST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"02h34m"
"20 Jan"|" WAL708"|"Columbus, GA(CSG/KCSG)"|"12:15 EST"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 "|"Landed"|"02h13m"
"20 Jan"|" WAL888"|"Houston, TX(IAH/KIAH)"|"11:10 CST"|"La Mesa(SAP/MHLM)"|"-"|"MD83 (N808WA)"|"Landed"|"02h19m"
"20 Jan"|" WAL201"|"Miami, FL(MIA/KMIA)"|"10:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"01h47m"
"20 Jan"|" WAL888"|"Columbus, GA(CSG/KCSG)"|"09:05 EST"|"Houston, TX(IAH/KIAH)"|"-"|"MD83 "|"Landed"|"01h40m"
"20 Jan"|" WAL708"|"San Antonio, TX(SAT/KSAT)"|"08:00 CST"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 "|"Landed"|"01h39m"
"20 Jan"|" WAL9807"|"-"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N807TR)"|"Landed 15:03 CST"|"06h54m"
"20 Jan"|" WAL888"|"Miami, FL(MIA/KMIA)"|"06:25 EST"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 "|"Landed"|"01h21m"
"20 Jan"|" WAL202"|"Miami, FL(MIA/KMIA)"|"-"|"Houston, TX(IAH/KIAH)"|"-"|"MD83 (N808WA)"|"Landed 09:21 CST"|"03h53m"
"19 Jan"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"14:30 AST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed"|"02h13m"
"19 Jan"|" WAL201"|"Miami, FL(MIA/KMIA)"|"10:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N808WA)"|"Landed"|"01h46m"
"19 Jan"|" WAL202"|"-"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 20:21 EST"|"-"
"18 Jan"|" WAL9171"|"Tallahassee, FL(TLH/KTLH)"|"18:00 EST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"01h04m"
"18 Jan"|" WAL202"|"Miami, FL(MIA/KMIA)"|"-"|"-"|"-"|"MD83 (N805WA)"|"Landed"|"-"
"18 Jan"|" WAL9808"|"Miami, FL(OPF/KOPF)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 16:11 EST"|"00h14m"
"18 Jan"|" WAL169"|"Miami, FL(MIA/KMIA)"|"15:30 EST"|"Tallahassee, FL(TLH/KTLH)"|"-"|"MD83 "|"Landed"|"01h04m"
"18 Jan"|" WAL9804"|"Miami, FL(MIA/KMIA)"|"10:00 EST"|"Miami, FL(OPF/KOPF)"|"-"|"MD83 (N804WA)"|"Landed 10:41 EST"|"00h11m"
"17 Jan"|" WAL9170"|"-"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N804WA)"|"Landed 16:29 EST"|"-"
"17 Jan"|" WAL168"|"Tallahassee, FL(TLH/KTLH)"|"15:00 EST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"01h01m"
"17 Jan"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"14:30 AST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 15:35 EST"|"02h08m"
"17 Jan"|" WAL608"|"La Mesa(SAP/MHLM)"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N806WA)"|"Landed 14:25 CST"|"-"
"17 Jan"|" WAL9170"|"Miami, FL(MIA/KMIA)"|"12:00 EST"|"Tallahassee, FL(TLH/KTLH)"|"-"|"MD83 (N804WA)"|"Landed"|"01h06m"
"17 Jan"|" WAL708"|"Guatemala City(GUA/MGGT)"|"11:00 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 "|"Landed"|"05h30m"
"17 Jan"|" WAL201"|"Miami, FL(MIA/KMIA)"|"10:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"01h46m"
"17 Jan"|" WAL9807"|"-"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N807TR)"|"Landed 13:50 CST"|"-"
"17 Jan"|" WAL608"|"San Antonio, TX(SAT/KSAT)"|"-"|"La Mesa(SAP/MHLM)"|"-"|"MD83 (N806WA)"|"Landed"|"-"
"17 Jan"|" WAL9807"|"San Antonio, TX(SAT/KSAT)"|"-"|"-"|"-"|"MD83 (N807TR)"|"Landed"|"-"
"17 Jan"|" WAL708"|"San Antonio, TX(SAT/KSAT)"|"05:25 CST"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 "|"Landed"|"00h48m"
"16 Jan"|" WAL9804"|"San Antonio, TX(SAT/KSAT)"|"21:30 CST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N804WA)"|"Landed 02:08 EST"|"02h14m"
"17 Jan"|" WAL408"|"-"|"-"|"-"|"-"|"MD83 (N804WA)"|"Landed"|"-"
"16 Jan"|" WAL9807"|"Miami, FL(MIA/KMIA)"|"18:59 EST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N807TR)"|"Landed 21:43 CST"|"02h46m"
"16 Jan"|" WAL708"|"Brownsville, TX(BRO/KBRO)"|"14:00 CST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 17:16 EST"|"02h12m"
"16 Jan"|" WAL608"|"San Salvador(SAL/MSLP)"|"13:00 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N806WA)"|"Landed 16:40 CST"|"02h52m"
"16 Jan"|" WAL408"|"Guatemala City(GUA/MGGT)"|"13:00 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N804WA)"|"Landed 16:19 CST"|"02h36m"
"16 Jan"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"14:30 AST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 15:54 EST"|"02h05m"
"16 Jan"|" WAL9801"|"Miami, FL(MIA/KMIA)"|"-"|"Miami, FL(OPF/KOPF)"|"-"|"MD83 (N801WA)"|"Landed 13:13 EST"|"00h10m"
"16 Jan"|" WAL708"|"Alexandria, LA(AEX/KAEX)"|"11:05 CST"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 (N807TR)"|"Landed 13:05 CST"|"01h11m"
"16 Jan"|" WAL201"|"Miami, FL(MIA/KMIA)"|"-"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"-"
"16 Jan"|" WAL708"|"Columbus, GA(CSG/KCSG)"|"09:40 EST"|"Alexandria, LA(AEX/KAEX)"|"-"|"MD83 (N807TR)"|"Landed 10:27 CST"|"01h17m"
"16 Jan"|" WAL608"|"Laredo, TX(LRD/KLRD)"|"08:10 CST"|"San Salvador(SAL/MSLP)"|"-"|"MD83 (N806WA)"|"Landed"|"02h44m"
"16 Jan"|" WAL408"|"Brownsville, TX(BRO/KBRO)"|"07:35 CST"|"Guatemala City(GUA/MGGT)"|"-"|"MD83 (N804WA)"|"Landed"|"02h06m"
"16 Jan"|" WAL608"|"San Antonio, TX(SAT/KSAT)"|"06:15 CST"|"Laredo, TX(LRD/KLRD)"|"-"|"MD83 (N806WA)"|"Landed"|"00h32m"
"16 Jan"|" WAL708"|"Miami, FL(MIA/KMIA)"|"07:00 EST"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 (N807TR)"|"Landed"|"01h26m"
"16 Jan"|" WAL408"|"San Antonio, TX(SAT/KSAT)"|"05:25 CST"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 (N804WA)"|"Landed"|"00h47m"
"16 Jan"|" WAL408"|"-"|"-"|"-"|"-"|"MD83 (N804WA)"|"Landed"|"-"
