"Date"|"Flight"|"Departure"|"STD"|"Arrival"|"STA"|"Aircraft"|"Status"|"Duration"|" Notes"||
3-Feb|"WQ9146"|"Minneapolis, MN (MSP/KMSP)"|"15:00 CST"|"Des Moines, IA (DSM/KDSM)"|"-"|"B734 (N807TJ)"|"Landed 15:37 CST"|"00h48m"|||
3-Feb|"WQ513"|"Santa Clara (SNU/MUSC)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N418US)"|"Landed 16:27 EST"|"00h47m"|||
3-Feb|"WQ563"|"Santiago (SCU/MUCU)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N458UW)"|"Landed 16:44 EST"|"01h08m"|||
3-Feb|"WQ7375"|"Cincinnati, KY (CVG/KCVG)"|"15:00 EST"|"Chicago, IL (MDW/KMDW)"|"-"|"B733 (N629SW)"|"Landed 14:55 CST"|"00h46m"|||
3-Feb|"WQ2202"|"Havana (HAV/MUHA)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N438US)"|"Landed 15:09 EST"|"00h43m"|||
3-Feb|"WQ6750"|"Milwaukee, WI (MKE/KMKE)"|"13:15 CST"|"Indianapolis, IN (IND/KIND)"|"-"|"B734 (N285XA)"|"Landed 14:59 EST"|"00h41m"|||
3-Feb|"WQ3546"|"Guatemala City (GUA/MGGT)"|"13:13 CST"|"Brownsville, TX (BRO/KBRO)"|"-"|"B738 (N917XA)"|"Landed"|"02h01m"|||
3-Feb|"WQ6701"|"Long Beach, CA (LGB/KLGB)"|"-"|"Phoenix, AZ (AZA/KIWA)"|"-"|"B733 (N623SW)"|"Landed"|"-"|||
3-Feb|"WQ2247"|"Raleigh/Durham, NC (RDU/KRDU)"|"-"|"Cahokia/St Louis, IL (KCPS)"|"-"|"B734 (N808TJ)"|"Landed"|"-"|||
3-Feb|"WQ3568"|"Harrisburg, PA (MDT/KMDT)"|"-"|"-"|"-"|"B738 (N820TJ)"|"Landed"|"-"|||
3-Feb|"WQ703"|"Miami, FL (MIA/KMIA)"|"13:30 EST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N420US)"|"Landed 14:16 EST"|"00h23m"|||
3-Feb|"WQ3553"|"San Salvador (SAL/MSLP)"|"12:00 CST"|"Alexandria, LA (AEX/KAEX)"|"-"|"B738 (N276EA)"|"Landed"|"02h35m"|||
3-Feb|"WQ9346"|"Nashville, TN (BNA/KBNA)"|"-"|"Baton Rouge, LA (BTR/KBTR)"|"-"|"B733 (N625SW)"|"Landed 13:06 CST"|"01h12m"|||
3-Feb|"WQ1995"|"Miami, FL (MIA/KMIA)"|"12:45 EST"|"Santo Domingo (SDQ/MDSD)"|"-"|"B734 (N430XA)"|"Landed 18:04 AST"|"01h47m"|||
3-Feb|"WQ3569"|"Harrisburg, PA (MDT/KMDT)"|"12:45 EST"|"Brownsville, TX (BRO/KBRO)"|"-"|"B738"|"Landed"|"03h42m"|||
3-Feb|"WQ1996"|"Santo Domingo (SDQ/MDSD)"|"13:45 AST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N149XA)"|"Landed 15:14 EST"|"02h04m"|||
3-Feb|"WQ6852"|"Bullhead City, AZ (IFP/KIFP)"|"10:30 MST"|"Long Beach, CA (LGB/KLGB)"|"-"|"B733 (N623SW)"|"Landed 10:19 PST"|"00h53m"|||
3-Feb|"WQ3511"|"Guadalajara (GDL/MMGL)"|"11:00 CST"|"Phoenix, AZ (AZA/KIWA)"|"-"|"B733 (N529AU)"|"Landed"|"02h12m"|||
3-Feb|"WQ562"|"Miami, FL (MIA/KMIA)"|"12:00 EST"|"Santiago (SCU/MUCU)"|"-"|"B734 (N458UW)"|"Landed"|"01h07m"|||
3-Feb|"WQ805"|"Wendover, UT (KENV)"|"10:00 MST"|"San Antonio, TX (SAT/KSAT)"|"-"|"B734 (N313XA)"|"Landed 13:44 CST"|"02h42m"||"Casino Run?"|
3-Feb|"WQ512"|"Miami, FL (MIA/KMIA)"|"11:50 EST"|"Santa Clara (SNU/MUSC)"|"-"|"B734 (N418US)"|"Landed"|"00h45m"|||
3-Feb|"WQ2543"|"Phoenix, AZ (PHX/KPHX)"|"-"|"Minneapolis, MN (MSP/KMSP)"|"-"|"B734 (N807TJ)"|"Landed 13:29 CST"|"02h23m"|||
3-Feb|"WQ3536"|"Guatemala City (GUA/MGGT)"|"10:00 CST"|"Brownsville, TX (BRO/KBRO)"|"-"|"B733 (N626SW)"|"Landed"|"02h12m"|||
3-Feb|"WQ6810"|"Gulfport, MS (GPT/KGPT)"|"10:00 CST"|"Milwaukee, WI (MKE/KMKE)"|"-"|"B734 (N285XA)"|"Landed"|"01h57m"|||
3-Feb|"WQ2201"|"Miami, FL (MIA/KMIA)"|"10:45 EST"|"Havana (HAV/MUHA)"|"-"|"B734 (N438US)"|"Landed"|"00h47m"|||
3-Feb|"WQ731"|"Santa Clara (SNU/MUSC)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N418US)"|"Landed 11:17 EST"|"00h49m"|||
3-Feb|"WQ503"|"Havana (HAV/MUHA)"|"09:10 CST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N802TJ)"|"Landed 10:28 EST"|"00h45m"|||
3-Feb|"WQ3510"|"Phoenix, AZ (AZA/KIWA)"|"-"|"Guadalajara (GDL/MMGL)"|"-"|"B733 (N529AU)"|"Landed 10:39 CST"|"02h30m"|||
3-Feb|"WQ3568"|"Alexandria, LA (AEX/KAEX)"|"08:00 CST"|"Harrisburg, PA (MDT/KMDT)"|"-"|"B738 (N820TJ)"|"Landed"|"02h09m"|||
3-Feb|"WQ3552"|"Houston, TX (IAH/KIAH)"|"08:00 CST"|"San Salvador (SAL/MSLP)"|"-"|"B738 (N276EA)"|"Landed"|"02h34m"|||
3-Feb|"WQ553"|"Varadero (VRA/MUVR)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N438US)"|"Landed 09:24 EST"|"00h44m"|||
3-Feb|"WQ3545"|"El Paso, TX (ELP/KELP)"|"06:25 MST"|"Guatemala City (GUA/MGGT)"|"-"|"B738 (N917XA)"|"Landed"|"03h20m"|||
3-Feb|"WQ1997"|"Miami, FL (MIA/KMIA)"|"08:15 EST"|"Santo Domingo (SDQ/MDSD)"|"-"|"B734 (N149XA)"|"Landed 11:41 AST"|"01h50m"|||
3-Feb|"WQ3140"|"Havana (HAV/MUHA)"|"08:10 CST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N458UW)"|"Landed"|"00h54m"|||
3-Feb|"WQ702"|"Havana (HAV/MUHA)"|"08:10 CST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N420US)"|"Landed"|"00h49m"|||
3-Feb|"WQ3535"|"Brownsville, TX (BRO/KBRO)"|"06:35 CST"|"Guatemala City (GUA/MGGT)"|"-"|"B733 (N626SW)"|"Landed"|"02h11m"|||
3-Feb|"WQ730"|"Miami, FL (MIA/KMIA)"|"07:30 EST"|"Santa Clara (SNU/MUSC)"|"-"|"B734 (N418US)"|"Landed"|"00h57m"|||
3-Feb|"WQ3551"|"-"|"-"|"Houston, TX (IAH/KIAH)"|"-"|"B738 (N276EA)"|"Landed 06:56 CST"|"-"|||
3-Feb|"WQ502"|"Miami, FL (MIA/KMIA)"|"07:00 EST"|"Havana (HAV/MUHA)"|"-"|"B734 (N802TJ)"|"Landed"|"00h47m"|||
3-Feb|"WQ3551"|"Alexandria, LA (AEX/KAEX)"|"06:00 CST"|"Houston, TX (IAH/KIAH)"|"-"|"B738"|"Landed"|"00h38m"|||
3-Feb|"WQ9917"|"-"|"-"|"El Paso, TX (ELP/KELP)"|"-"|"B738 (N917XA)"|"Landed 06:11 MST"|"-"|||
3-Feb|"WQ552"|"Miami, FL (MIA/KMIA)"|"06:00 EST"|"Varadero (VRA/MUVR)"|"-"|"B734 (N438US)"|"Landed"|"00h31m"|||
3-Feb|"WQ3139"|"Miami, FL (MIA/KMIA)"|"06:00 EST"|"Havana (HAV/MUHA)"|"-"|"B734 (N458UW)"|"Landed"|"00h47m"|||
3-Feb|"WQ701"|"Miami, FL (MIA/KMIA)"|"06:00 EST"|"Havana (HAV/MUHA)"|"-"|"B734 (N420US)"|"Landed"|"00h45m"|||
3-Feb|"WQ3544"|"Brownsville, TX (BRO/KBRO)"|"04:30 CST"|"El Paso, TX (ELP/KELP)"|"-"|"B738"|"Landed"|"01h34m"|||
2-Feb|"WQ9247"|"Columbus, OH (CMH/KCMH)"|"-"|"Raleigh/Durham, NC (RDU/KRDU)"|"-"|"B734 (N808TJ)"|"Landed 21:56 EST"|"00h48m"|||
2-Feb|"WQ805"|"Redding, CA (RDD/KRDD)"|"16:55 PST"|"Wendover, UT (KENV)"|"-"|"B734 (N313XA)"|"Landed"|"01h05m"||"Casino Run?"|
2-Feb|"WQ9374"|"Syracuse, NY (SYR/KSYR)"|"19:50 EST"|"Cincinnati, KY (CVG/KCVG)"|"-"|"B733 (N629SW)"|"Landed"|"01h33m"|||
2-Feb|"WQ7346"|"Columbus, GA (CSG/KCSG)"|"-"|"Nashville, TN (BNA/KBNA)"|"-"|"B733 (N625SW)"|"Landed 19:12 CST"|"00h49m"|||
2-Feb|"WQ704"|"Havana (HAV/MUHA)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N420US)"|"Landed 20:12 EST"|"00h53m"|||
2-Feb|"WQ533"|"Holguin (HOG/MUHG)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N438US)"|"Landed"|"01h13m"|||
2-Feb|"WQ6801"|"Greenville, SC (GSP/KGSP)"|"18:40 EST"|"Gulfport, MS (GPT/KGPT)"|"-"|"B734 (N285XA)"|"Landed 18:50 CST"|"01h13m"|||
2-Feb|"WQ2451"|"Montréal (YUL/CYUL)"|"-"|"Columbus, OH (CMH/KCMH)"|"-"|"B734 (N808TJ)"|"Landed 19:58 EST"|"01h32m"|||
2-Feb|"WQ903"|"Reno, NV (RNO/KRNO)"|"15:05 PST"|"Redding, CA (RDD/KRDD)"|"-"|"B734"|"Landed"|"00h39m"|||
2-Feb|"WQ2452"|"Montréal (YUL/CYUL)"|"18:00 EST"|"Columbus, OH (CMH/KCMH)"|"-"|"B734"|"Landed"|"01h34m"|||
2-Feb|"WQ804"|"-"|"-"|"-"|"-"|"B734 (N313XA)"|"Landed"|"-"|||
2-Feb|"WQ6851"|"Seattle, WA (SEA/KSEA)"|"14:45 PST"|"Bullhead City, AZ (IFP/KIFP)"|"-"|"B733 (N623SW)"|"Landed"|"02h05m"|||
2-Feb|"WQ505"|"Havana (HAV/MUHA)"|"17:40 CST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N802TJ)"|"Landed 19:05 EST"|"00h52m"|||
2-Feb|"WQ7374"|"Charlottesville, VA (CHO/KCHO)"|"17:30 EST"|"Syracuse, NY (SYR/KSYR)"|"-"|"B733 (N629SW)"|"Landed"|"01h02m"|||
2-Feb|"WQ3142"|"Havana (HAV/MUHA)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N418US)"|"Landed 18:02 EST"|"00h48m"|||
2-Feb|"WQ6801"|"Bristol/Johnson/Kingsport, TN (TRI/KTRI)"|"17:05 EST"|"Greenville, SC (GSP/KGSP)"|"-"|"B734 (N285XA)"|"Landed 17:31 EST"|"00h21m"|||
2-Feb|"WQ1994"|"Santo Domingo (SDQ/MDSD)"|"18:00 AST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N430XA)"|"Landed 22:19 EST"|"02h04m"|||
2-Feb|"WQ7328"|"Cedar Rapids, IA (CID/KCID)"|"15:30 CST"|"Champaign/Urbana, IL (CMI/KCMI)"|"-"|"B734 (N804TJ)"|"Landed 16:58 CST"|"00h39m"|||
2-Feb|"WQ6752"|"Bellingham, WA (BLI/KBLI)"|"-"|"Seattle, WA (SEA/KSEA)"|"-"|"B733 (N623SW)"|"Landed 13:44 PST"|"00h22m"|||
2-Feb|"WQ703"|"Miami, FL (MIA/KMIA)"|"16:15 EST"|"Havana (HAV/MUHA)"|"-"|"B734 (N420US)"|"Landed"|"00h48m"|||
2-Feb|"WQ532"|"Miami, FL (MIA/KMIA)"|"16:00 EST"|"Holguin (HOG/MUHG)"|"-"|"B734 (N438US)"|"Landed"|"00h59m"|||
2-Feb|"WQ804"|"Portland, OR (PDX/KPDX)"|"12:50 PST"|"Reno, NV (RNO/KRNO)"|"-"|"B734 (N313XA)"|"Landed"|"01h10m"|||
2-Feb|"WQ504"|"Miami, FL (MIA/KMIA)"|"15:30 EST"|"Havana (HAV/MUHA)"|"-"|"B734 (N802TJ)"|"Landed"|"00h49m"|||
2-Feb|"WQ6701"|"Raleigh/Durham, NC (RDU/KRDU)"|"15:20 EST"|"Bristol/Johnson/Kingsport, TN (TRI/KTRI)"|"-"|"B734 (N285XA)"|"Landed 16:11 EST"|"00h40m"|||
2-Feb|"WQ3141"|"Miami, FL (MIA/KMIA)"|"14:30 EST"|"Havana (HAV/MUHA)"|"-"|"B734 (N418US)"|"Landed"|"00h51m"|||
2-Feb|"WQ502"|"-"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N438US)"|"Landed 14:40 EST"|"-"|||
2-Feb|"WQ803"|"Seattle, WA (SEA/KSEA)"|"-"|"Portland, OR (PDX/KPDX)"|"-"|"B734 (N313XA)"|"Landed 11:50 PST"|"00h30m"|||
2-Feb|"WQ902"|"Seattle, WA (SEA/KSEA)"|"10:55 PST"|"Portland, OR (PDX/KPDX)"|"-"|"B734"|"Landed"|"00h32m"|||
2-Feb|"WQ503"|"Havana (HAV/MUHA)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734"|"Landed"|"00h48m"|||
2-Feb|"WQ751"|"Holguin (HOG/MUHG)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N420US)"|"Landed"|"01h11m"|||
2-Feb|"WQ7590"|"Washington (DCA/KDCA)"|"13:15 EST"|"Des Moines, IA (DSM/KDSM)"|"-"|"B734 (N441US)"|"Landed"|"02h38m"|||
2-Feb|"WQ6804"|"Atlantic City, NJ (ACY/KACY)"|"13:00 EST"|"Raleigh/Durham, NC (RDU/KRDU)"|"-"|"B734 (N285XA)"|"Landed 14:07 EST"|"00h55m"|||
2-Feb|"WQ9543"|"St Louis, MO (STL/KSTL)"|"12:00 CST"|"Phoenix, AZ (PHX/KPHX)"|"-"|"B734 (N807TJ)"|"Landed 13:06 MST"|"03h09m"|||
2-Feb|"WQ1995"|"Miami, FL (MIA/KMIA)"|"12:45 EST"|"Santo Domingo (SDQ/MDSD)"|"-"|"B734 (N430XA)"|"Landed 16:04 AST"|"01h44m"|||
2-Feb|"WQ1996"|"Santo Domingo (SDQ/MDSD)"|"13:45 AST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N149XA)"|"Landed 15:34 EST"|"02h07m"|||
2-Feb|"WQ6852"|"Bullhead City, AZ (IFP/KIFP)"|"10:30 MST"|"Bellingham, WA (BLI/KBLI)"|"-"|"B733 (N623SW)"|"Landed"|"02h31m"|||
2-Feb|"WQ502"|"Miami, FL (MIA/KMIA)"|"-"|"Havana (HAV/MUHA)"|"-"|"B734 (N438US)"|"Landed"|"-"|||
2-Feb|"WQ2212"|"Santa Clara (SNU/MUSC)"|"11:30 CST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N458UW)"|"Landed"|"00h53m"|||
2-Feb|"WQ803"|"Wendover, UT (KENV)"|"09:00 MST"|"Seattle, WA (SEA/KSEA)"|"-"|"B734 (N313XA)"|"Landed 09:53 PST"|"01h41m"||"Casino Run?"|
2-Feb|"WQ750"|"Miami, FL (MIA/KMIA)"|"10:45 EST"|"Holguin (HOG/MUHG)"|"-"|"B734 (N420US)"|"Landed"|"01h00m"|||
2-Feb|"WQ771"|"Camaguey (CMW/MUCM)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N430XA)"|"Landed 10:59 EST"|"00h56m"|||
2-Feb|"WQ2211"|"Miami, FL (MIA/KMIA)"|"09:20 EST"|"Santa Clara (SNU/MUSC)"|"-"|"B734 (N458UW)"|"Landed"|"00h44m"|||
2-Feb|"WQ513"|"Santa Clara (SNU/MUSC)"|"08:40 CST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N438US)"|"Landed"|"00h55m"|||
2-Feb|"WQ1997"|"Miami, FL (MIA/KMIA)"|"08:15 EST"|"Santo Domingo (SDQ/MDSD)"|"-"|"B734 (N149XA)"|"Landed 11:34 AST"|"01h53m"|||
2-Feb|"WQ702"|"Havana (HAV/MUHA)"|"08:10 CST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N420US)"|"Landed 09:10 EST"|"00h47m"|||
2-Feb|"WQ401"|"San Juan (SJU/TJSJ)"|"09:00 AST"|"Miami, FL (MIA/KMIA)"|"-"|"B733 (N811TJ)"|"Landed"|"02h47m"|||
2-Feb|"WQ770"|"Miami, FL (MIA/KMIA)"|"-"|"Camaguey (CMW/MUCM)"|"-"|"B734 (N430XA)"|"Landed"|"-"|||
2-Feb|"WQ512"|"Miami, FL (MIA/KMIA)"|"06:30 EST"|"Santa Clara (SNU/MUSC)"|"-"|"B734 (N438US)"|"Landed"|"00h55m"|||
2-Feb|"WQ701"|"Miami, FL (MIA/KMIA)"|"-"|"Havana (HAV/MUHA)"|"-"|"B734 (N420US)"|"Landed"|"-"|||
2-Feb|"WQ400"|"Miami, FL (MIA/KMIA)"|"04:00 EST"|"San Juan (SJU/TJSJ)"|"-"|"B733 (N811TJ)"|"Landed 10:01 AST"|"02h06m"|||
1-Feb|"WQ9302"|"Fayetteville, AR (FYV/KFYV)"|"23:40 CST"|"Columbus, GA (CSG/KCSG)"|"-"|"B733 (N625SW)"|"Landed"|"01h17m"|||
2-Feb|"WQ9327"|"Gainesville, FL (GNV/KGNV)"|"00:30 EST"|"Cedar Rapids, IA (CID/KCID)"|"-"|"B734 (N804TJ)"|"Landed"|"02h47m"|||
1-Feb|"WQ2351"|"Winnipeg, MB (YWG/CYWG)"|"-"|"St Louis, MO (STL/KSTL)"|"-"|"B734 (N807TJ)"|"Landed 23:53 CST"|"01h45m"|||
1-Feb|"WQ2353"|"Winnipeg, MB (YWG/CYWG)"|"22:00 CST"|"St Louis, MO (STL/KSTL)"|"-"|"B734"|"Landed"|"01h43m"|||
1-Feb|"WQ9987"|"Austin, TX (AUS/KAUS)"|"21:35 CST"|"Brownsville, TX (BRO/KBRO)"|"-"|"B733 (N626SW)"|"Landed"|"00h45m"|||
1-Feb|"WQ9894"|"Lubbock, TX (LBB/KLBB)"|"21:10 CST"|"Phoenix, AZ (AZA/KIWA)"|"-"|"B733 (N529AU)"|"Landed 21:02 MST"|"01h19m"|||
1-Feb|"WQ9441"|"Tallahassee, FL (TLH/KTLH)"|"22:00 EST"|"Fayetteville, AR (FYV/KFYV)"|"-"|"B734 (N441US)"|"Landed 22:57 CST"|"01h48m"|||
1-Feb|"WQ2242"|"Camaguey (CMW/MUCM)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N438US)"|"Landed 22:45 EST"|"00h54m"|||
1-Feb|"WQ7302"|"Tuscaloosa, AL (TCL/KTCL)"|"20:35 CST"|"Fayetteville, AR (FYV/KFYV)"|"-"|"B733 (N625SW)"|"Landed 22:15 CST"|"01h15m"|||"UA?"
1-Feb|"WQ7327"|"Fayetteville/Springdale/, AR (XNA/KXNA)"|"20:30 CST"|"Gainesville, FL (GNV/KGNV)"|"-"|"B734 (N804TJ)"|"Landed"|"01h48m"|||
1-Feb|"WQ9917"|"Hartford, CT (BDL/KBDL)"|"20:40 EST"|"Brownsville, TX (BRO/KBRO)"|"-"|"B738 (N917XA)"|"Landed"|"03h50m"|||
1-Feb|"WQ5897"|"Fayetteville/Springdale/, AR (XNA/KXNA)"|"19:00 CST"|"Austin, TX (AUS/KAUS)"|"-"|"B733"|"Landed"|"01h06m"|||
2-Feb|"WQ9892"|"-"|"-"|"Lubbock, TX (LBB/KLBB)"|"-"|"B733 (N529AU)"|"Landed 20:10 CST"|"-"|||
1-Feb|"WQ9373"|"Louisville, KY (SDF/KSDF)"|"19:50 EST"|"Charlottesville, VA (CHO/KCHO)"|"-"|"B733 (N629SW)"|"Landed"|"00h59m"|||
1-Feb|"WQ2241"|"Miami, FL (MIA/KMIA)"|"19:45 EST"|"Camaguey (CMW/MUCM)"|"-"|"B734 (N438US)"|"Landed"|"00h51m"|||
1-Feb|"WQ9987"|"Fayetteville/Springdale/, AR (XNA/KXNA)"|"-"|"Austin, TX (AUS/KAUS)"|"-"|"B733 (N626SW)"|"Landed 19:52 CST"|"01h05m"|||
1-Feb|"WQ9625"|"Columbus, GA (CSG/KCSG)"|"19:35 EST"|"Tuscaloosa, AL (TCL/KTCL)"|"-"|"B733 (N625SW)"|"Landed"|"-"|||"UA?"
1-Feb|"WQ7301"|"Roanoke, VA (ROA/KROA)"|"19:30 EST"|"Tallahassee, FL (TLH/KTLH)"|"-"|"B734 (N441US)"|"Landed"|"01h19m"|||
1-Feb|"WQ5892"|"Topeka, KS (FOE/KFOE)"|"18:30 CST"|"Lubbock, TX (LBB/KLBB)"|"-"|"B733"|"Landed"|"01h19m"|||
1-Feb|"WQ523"|"Camaguey (CMW/MUCM)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N458UW)"|"Landed 20:17 EST"|"00h54m"|||
1-Feb|"WQ7342"|"Columbia, SC (CAE/KCAE)"|"-"|"Columbia, MO (COU/KCOU)"|"-"|"B734 (N803TJ)"|"Landed"|"01h58m"|||
1-Feb|"WQ6803"|"Muskegon, MI (MKG/KMKG)"|"18:40 EST"|"Atlantic City, NJ (ACY/KACY)"|"-"|"B734 (N285XA)"|"Landed"|"01h28m"|||
1-Feb|"WQ6751"|"San Antonio, TX (SAT/KSAT)"|"-"|"-"|"-"|"B733 (N623SW)"|"Landed"|"-"|||
1-Feb|"WQ513"|"Santa Clara (SNU/MUSC)"|"18:20 CST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N420US)"|"Landed 19:06 EST"|"01h00m"|||
1-Feb|"WQ6851"|"San Antonio, TX (SAT/KSAT)"|"17:04 CST"|"Bullhead City, AZ (IFP/KIFP)"|"-"|"B733"|"Landed"|"02h09m"|||
1-Feb|"WQ2941"|"Montréal (YUL/CYUL)"|"17:30 EST"|"Toronto, ON (YYZ/CYYZ)"|"-"|"B734 (N806TJ)"|"Landed 19:02 EST"|"00h57m"|||
1-Feb|"WQ802"|"Eau Claire, WI (EAU/KEAU)"|"16:30 CST"|"Wendover, UT (KENV)"|"-"|"B734 (N313XA)"|"Landed"|"02h56m"||"Casino Run?"|
1-Feb|"WQ7345"|"Nashville, TN (BNA/KBNA)"|"16:30 CST"|"Columbus, GA (CSG/KCSG)"|"-"|"B733 (N625SW)"|"Landed"|"00h43m"|||
1-Feb|"WQ7373"|"Raleigh/Durham, NC (RDU/KRDU)"|"17:30 EST"|"Louisville, KY (SDF/KSDF)"|"-"|"B733 (N629SW)"|"Landed"|"01h11m"|||
1-Feb|"WQ2202"|"Havana (HAV/MUHA)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N802TJ)"|"Landed 18:00 EST"|"00h39m"|||
1-Feb|"WQ9892"|"Cedar Rapids, IA (CID/KCID)"|"16:10 CST"|"Topeka, KS (FOE/KFOE)"|"-"|"B733 (N529AU)"|"Landed"|"00h41m"|||
1-Feb|"WQ522"|"Miami, FL (MIA/KMIA)"|"-"|"Camaguey (CMW/MUCM)"|"-"|"B734 (N458UW)"|"Landed"|"-"|||
1-Feb|"WQ2451"|"Buffalo, NY (BUF/KBUF)"|"17:00 EST"|"Montréal (YUL/CYUL)"|"-"|"B734 (N808TJ)"|"Landed 17:57 EST"|"00h50m"|||
1-Feb|"WQ7301"|"Memphis, TN (MEM/KMEM)"|"16:00 CST"|"Hartford, CT (BDL/KBDL)"|"-"|"B738 (N917XA)"|"Landed"|"02h25m"|||
1-Feb|"WQ1994"|"Santo Domingo (SDQ/MDSD)"|"18:00 AST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N430XA)"|"Landed"|"-"|||
1-Feb|"WQ9326"|"Cincinnati, KY (CVG/KCVG)"|"16:15 EST"|"Fayetteville/Springdale/, AR (XNA/KXNA)"|"-"|"B734 (N804TJ)"|"Landed 17:52 CST"|"01h22m"|||
1-Feb|"WQ6751"|"Mc Allen, TX (MFE/KMFE)"|"15:09 CST"|"San Antonio, TX (SAT/KSAT)"|"-"|"B733"|"Landed"|"00h44m"|||
1-Feb|"WQ6853"|"-"|"-"|"San Antonio, TX (SAT/KSAT)"|"-"|"B733 (N623SW)"|"Landed 15:50 CST"|"-"|||
1-Feb|"WQ512"|"Miami, FL (MIA/KMIA)"|"16:00 EST"|"Santa Clara (SNU/MUSC)"|"-"|"B734 (N420US)"|"Landed"|"00h50m"|||
1-Feb|"WQ9987"|"Brownsville, TX (BRO/KBRO)"|"15:00 CST"|"Fayetteville/Springdale/, AR (XNA/KXNA)"|"-"|"B733 (N626SW)"|"Landed 16:40 CST"|"01h51m"|||
1-Feb|"WQ901"|"Minneapolis, MN (MSP/KMSP)"|"14:40 CST"|"Eau Claire, WI (EAU/KEAU)"|"-"|"B734"|"Landed"|"-"|||
1-Feb|"WQ801"|"Chicago, IL (ORD/KORD)"|"-"|"Winnipeg, MB (YWG/CYWG)"|"-"|"B734 (N313XA)"|"Landed"|"-"|||
1-Feb|"WQ6701"|"Manchester, NH (MHT/KMHT)"|"-"|"Muskegon, MI (MKG/KMKG)"|"-"|"B734 (N285XA)"|"Landed"|"-"|||
1-Feb|"WQ5891"|"Champaign/Urbana, IL (CMI/KCMI)"|"14:00 CST"|"Cedar Rapids, IA (CID/KCID)"|"-"|"B733 (N529AU)"|"Landed"|"00h44m"|||
1-Feb|"WQ9208"|"Brownsville, TX (BRO/KBRO)"|"14:00 CST"|"Roanoke, VA (ROA/KROA)"|"-"|"B734 (N441US)"|"Landed"|"02h42m"|||
1-Feb|"WQ7326"|"Newark, NJ (EWR/KEWR)"|"14:30 EST"|"Cincinnati, KY (CVG/KCVG)"|"-"|"B734 (N804TJ)"|"Landed"|"01h31m"|||
1-Feb|"WQ2151"|"Fort Myers, FL (RSW/KRSW)"|"-"|"Havana (HAV/MUHA)"|"-"|"B734 (N802TJ)"|"Landed"|"-"|||
1-Feb|"WQ9372"|"Charlottesville, VA (CHO/KCHO)"|"14:15 EST"|"Raleigh/Durham, NC (RDU/KRDU)"|"-"|"B733 (N629SW)"|"Landed 14:29 EST"|"00h30m"|||
1-Feb|"WQ6802"|"Portland, ME (PWM/KPWM)"|"14:10 EST"|"Manchester, NH (MHT/KMHT)"|"-"|"B734 (N285XA)"|"Landed 14:22 EST"|"00h26m"|||
1-Feb|"WQ553"|"Varadero (VRA/MUVR)"|"14:00 CST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N438US)"|"Landed 15:11 EST"|"00h48m"|||
1-Feb|"WQ704"|"Havana (HAV/MUHA)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N420US)"|"Landed 14:33 EST"|"00h47m"|||
1-Feb|"WQ3164"|"Camaguey (CMW/MUCM)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N458UW)"|"Landed"|"01h01m"|||
1-Feb|"WQ1996"|"Santo Domingo (SDQ/MDSD)"|"13:45 AST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N149XA)"|"Landed"|"02h12m"|||
1-Feb|"WQ1995"|"Miami, FL (MIA/KMIA)"|"12:45 EST"|"Santo Domingo (SDQ/MDSD)"|"-"|"B734 (N430XA)"|"Landed 15:51 AST"|"01h50m"|||
