"Date"|"Flight"|"Departure"|"STD"|"Arrival"|"STA"|"Aircraft"|"Status"|"Duration"|" Notes"||
6-Mar|"WQ512"|"Miami, FL (MIA/KMIA)"|"06:30 EST"|"Santa Clara (SNU/MUSC)"|"-"|"B734 (N430XA)"|"Landed"|"00h52m"|||
6-Mar|"WQ502"|"Miami, FL (MIA/KMIA)"|"06:30 EST"|"Havana (HAV/MUHA)"|"-"|"B734 (N440US)"|"Landed"|"00h49m"|||
6-Mar|"WQ3552"|"Brownsville, TX (BRO/KBRO)"|"05:20 CST"|"La Mesa (SAP/MHLM)"|"-"|"B734 (N441US)"|"Landed"|"02h15m"|||
6-Mar|"WQ701"|"Miami, FL (MIA/KMIA)"|"06:00 EST"|"Havana (HAV/MUHA)"|"-"|"B734 (N538CC)"|"Landed"|"00h45m"|||
6-Mar|"WQ3529"|"-"|"-"|"-"|"-"|"B738 (N624XA)"|"Landed"|"-"|||
6-Mar|"WQ6701"|"Miami, FL (OPF/KOPF)"|"04:45 EST"|"Greenville, NC (PGV/KPGV)"|"-"|"B734 (N458UW)"|"Landed"|"01h37m"|||
6-Mar|"WQ9735"|"Wichita, KS (ICT/KICT)"|"01:35 CST"|"Fayetteville, AR (FYV/KFYV)"|"-"|"B738 (N820TJ)"|"Landed 03:00 CST"|"00h33m"|||
6-Mar|"WQ9557"|"Farmingdale, NY (KFRG)"|"01:42 EST"|"Tampa, FL (TPA/KTPA)"|"-"|"B734 (N808TJ)"|"Landed 05:02 EST"|"02h49m"|||
6-Mar|"WQ9523"|"Farmingdale, NY (KFRG)"|"01:42 EST"|"Louisville, KY (SDF/KSDF)"|"-"|"B734 (N807TJ)"|"Landed 02:28 EST"|"01h59m"|||
6-Mar|"WQ505"|"Havana (HAV/MUHA)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N430XA)"|"Landed 01:16 EST"|"00h46m"|||
5-Mar|"WQ9711"|"Champaign/Urbana, IL (CMI/KCMI)"|"23:25 CST"|"Syracuse, NY (SYR/KSYR)"|"-"|"B733 (N397SW)"|"Landed"|"01h26m"|||
5-Mar|"WQ7735"|"Memphis, TN (MEM/KMEM)"|"23:00 CST"|"Wichita, KS (ICT/KICT)"|"-"|"B738 (N820TJ)"|"Landed"|"01h13m"|||
5-Mar|"WQ3531"|"El Paso, TX (ELP/KELP)"|"21:40 MST"|"Guayaquil (GYE/SEGU)"|"-"|"B738 (N624XA)"|"Landed 05:49 ECT"|"05h59m"|||
5-Mar|"WQ704"|"Havana (HAV/MUHA)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N285XA)"|"Landed 00:18 EST"|"00h42m"|||
5-Mar|"WQ2649"|"Ottawa, ON (YOW/CYOW)"|"23:30 EST"|"Farmingdale, NY (KFRG)"|"-"|"B734 (N808TJ)"|"Landed 01:02 EST"|"01h01m"|||
5-Mar|"WQ2259"|"Philadelphia, PA (PHL/KPHL)"|"23:30 EST"|"Farmingdale, NY (KFRG)"|"-"|"B734 (N807TJ)"|"Landed"|"-"|||
5-Mar|"WQ2159"|"Fort Lauderdale, FL (FLL/KFLL)"|"-"|"Bedford, MA (BED/KBED)"|"-"|"B734 (N803TJ)"|"Landed 01:44 EST"|"02h30m"|||
5-Mar|"WQ7711"|"Columbus, OH (CMH/KCMH)"|"-"|"Champaign/Urbana, IL (CMI/KCMI)"|"-"|"B733 (N397SW)"|"Landed 22:42 CST"|"00h51m"|||
5-Mar|"WQ2232"|"Holguin (HOG/MUHG)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N538CC)"|"Landed 23:38 EST"|"01h01m"|||
5-Mar|"WQ504"|"Miami, FL (MIA/KMIA)"|"-"|"Havana (HAV/MUHA)"|"-"|"B734 (N430XA)"|"Landed"|"-"|||
6-Mar|"WQ2649"|"-"|"-"|"-"|"-"|"B734 (N808TJ)"|"Landed"|"-"|||
5-Mar|"WQ3529"|"Phoenix, AZ (AZA/KIWA)"|"19:30 MST"|"El Paso, TX (ELP/KELP)"|"-"|"B738 (N624XA)"|"Landed 20:22 MST"|"00h49m"|||
5-Mar|"WQ533"|"Holguin (HOG/MUHG)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N420US)"|"Landed 21:55 EST"|"00h56m"|||
5-Mar|"WQ703"|"Miami, FL (MIA/KMIA)"|"20:20 EST"|"Havana (HAV/MUHA)"|"-"|"B734 (N285XA)"|"Landed"|"00h49m"|||
5-Mar|"WQ2231"|"Miami, FL (MIA/KMIA)"|"19:25 EST"|"Holguin (HOG/MUHG)"|"-"|"B734 (N538CC)"|"Landed"|"01h02m"|||
5-Mar|"WQ9746"|"Indianapolis, IN (IND/KIND)"|"-"|"Philadelphia, PA (PHL/KPHL)"|"-"|"B734 (N807TJ)"|"Landed 20:19 EST"|"01h18m"|||
5-Mar|"WQ9775"|"Cincinnati, KY (CVG/KCVG)"|"18:59 EST"|"Columbus, OH (CMH/KCMH)"|"-"|"B733 (N397SW)"|"Landed 19:37 EST"|"00h28m"|||
5-Mar|"WQ6750"|"Calgary, AB (YYC/CYYC)"|"-"|"-"|"-"|"B733 (N623SW)"|"Landed"|"-"|||
5-Mar|"WQ6853"|"Calgary, AB (YYC/CYYC)"|"16:35 MST"|"Bullhead City, AZ (IFP/KIFP)"|"-"|"B733"|"Landed"|"02h32m"|||
5-Mar|"WQ513"|"Santa Clara (SNU/MUSC)"|"18:10 CST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N440US)"|"Landed 19:24 EST"|"00h47m"|||
5-Mar|"WQ532"|"Miami, FL (MIA/KMIA)"|"18:00 EST"|"Holguin (HOG/MUHG)"|"-"|"B734 (N420US)"|"Landed"|"01h02m"|||
5-Mar|"WQ810"|"Wichita, KS (ICT/KICT)"|"16:20 CST"|"Wendover, UT (KENV)"|"-"|"B734 (N313XA)"|"Landed"|"02h12m"||"Casino Run?"|
5-Mar|"WQ1994"|"Santo Domingo (SDQ/MDSD)"|"18:00 AST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N802TJ)"|"Landed 19:44 EST"|"01h59m"|||
5-Mar|"WQ6750"|"Bellingham, WA (BLI/KBLI)"|"-"|"Calgary, AB (YYC/CYYC)"|"-"|"B733 (N623SW)"|"Landed 14:57 MST"|"00h54m"|||
5-Mar|"WQ512"|"Miami, FL (MIA/KMIA)"|"16:00 EST"|"Santa Clara (SNU/MUSC)"|"-"|"B734 (N440US)"|"Landed"|"00h44m"|||
5-Mar|"WQ5603"|"Greensboro, NC (GSO/KGSO)"|"16:00 EST"|"Miami, FL (OPF/KOPF)"|"-"|"B734 (N458UW)"|"Landed 18:35 EST"|"01h54m"|||
5-Mar|"WQ905"|"Topeka, KS (FOE/KFOE)"|"14:30 CST"|"Wichita, KS (ICT/KICT)"|"-"|"B734 (N313XA)"|"Landed 14:35 CST"|"00h33m"|||
5-Mar|"WQ3591"|"Houston, TX (IAH/KIAH)"|"14:10 CST"|"Alexandria, LA (AEX/KAEX)"|"-"|"B733 (N626SW)"|"Landed"|"00h34m"|||
5-Mar|"WQ3526"|"-"|"-"|"Phoenix, AZ (AZA/KIWA)"|"-"|"B733 (N531AU)"|"Landed 15:22 MST"|"-"|||
5-Mar|"WQ3523"|"Alexandria, LA (AEX/KAEX)"|"13:40 CST"|"Phoenix, AZ (AZA/KIWA)"|"-"|"B733"|"Landed"|"02h46m"|||
5-Mar|"WQ751"|"Holguin (HOG/MUHG)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N538CC)"|"Landed 15:34 EST"|"01h03m"|||
5-Mar|"WQ9734"|"Omaha, NE (OMA/KOMA)"|"13:25 CST"|"Memphis, TN (MEM/KMEM)"|"-"|"B738 (N820TJ)"|"Landed"|"01h12m"|||
5-Mar|"WQ2202"|"Havana (HAV/MUHA)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N430XA)"|"Landed 14:50 EST"|"00h42m"|||
5-Mar|"WQ3152"|"Santa Clara (SNU/MUSC)"|"13:10 CST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N285XA)"|"Landed 14:16 EST"|"00h47m"|||
5-Mar|"WQ731"|"Miami, FL (MIA/KMIA)"|"-"|"Santo Domingo (SDQ/MDSD)"|"-"|"B734 (N802TJ)"|"Landed 15:44 AST"|"01h48m"|||
5-Mar|"WQ1996"|"Santo Domingo (SDQ/MDSD)"|"13:45 AST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N420US)"|"Landed 15:08 EST"|"02h01m"|||
5-Mar|"WQ1995"|"Miami, FL (MIA/KMIA)"|"12:45 EST"|"Santo Domingo (SDQ/MDSD)"|"-"|"B734"|"Landed"|"01h50m"|||
5-Mar|"WQ6852"|"Bullhead City, AZ (IFP/KIFP)"|"10:30 MST"|"Bellingham, WA (BLI/KBLI)"|"-"|"B733 (N623SW)"|"Landed 11:50 PST"|"02h28m"|||
5-Mar|"WQ3561"|"Guatemala City (GUA/MGGT)"|"11:10 CST"|"Brownsville, TX (BRO/KBRO)"|"-"|"B733 (N627SW)"|"Landed"|"02h17m"|||
5-Mar|"WQ7734"|"Grand Forks, ND (GFK/KGFK)"|"11:00 CST"|"Omaha, NE (OMA/KOMA)"|"-"|"B738 (N820TJ)"|"Landed 12:06 CST"|"01h00m"|||
5-Mar|"WQ809"|"Wendover, UT (KENV)"|"10:00 MST"|"Topeka, KS (FOE/KFOE)"|"-"|"B734 (N313XA)"|"Landed"|"01h59m"||"Casino Run?"|
5-Mar|"WQ3526"|"El Paso, TX (ELP/KELP)"|"09:40 MST"|"Alexandria, LA (AEX/KAEX)"|"-"|"B733 (N531AU)"|"Landed"|"01h45m"|||
5-Mar|"WQ3578"|"Guatemala City (GUA/MGGT)"|"10:00 CST"|"Houston, TX (IAH/KIAH)"|"-"|"B733 (N626SW)"|"Landed 12:57 CST"|"02h33m"|||
5-Mar|"WQ3151"|"Miami, FL (MIA/KMIA)"|"11:00 EST"|"Santa Clara (SNU/MUSC)"|"-"|"B734 (N285XA)"|"Landed"|"00h44m"|||
5-Mar|"WQ750"|"Miami, FL (MIA/KMIA)"|"10:45 EST"|"Holguin (HOG/MUHG)"|"-"|"B734 (N538CC)"|"Landed"|"01h01m"|||
5-Mar|"WQ2201"|"Miami, FL (MIA/KMIA)"|"10:30 EST"|"Havana (HAV/MUHA)"|"-"|"B734 (N430XA)"|"Landed"|"00h43m"|||
5-Mar|"WQ3522"|"Phoenix, AZ (AZA/KIWA)"|"07:30 MST"|"El Paso, TX (ELP/KELP)"|"-"|"B733 (N531AU)"|"Landed 08:29 MST"|"00h47m"|||
5-Mar|"WQ3139"|"-"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N440US)"|"Landed 09:45 EST"|"-"|||
5-Mar|"WQ731"|"Santa Clara (SNU/MUSC)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N802TJ)"|"Landed 10:13 EST"|"00h50m"|||
5-Mar|"WQ7732"|"Memphis, TN (MEM/KMEM)"|"08:00 CST"|"Hartford, CT (BDL/KBDL)"|"-"|"B734 (N804TJ)"|"Landed"|"02h06m"|||
5-Mar|"WQ9733"|"Columbia, MO (COU/KCOU)"|"08:00 CST"|"Grand Forks, ND (GFK/KGFK)"|"-"|"B738 (N820TJ)"|"Landed"|"01h36m"|||
5-Mar|"WQ3140"|"Havana (HAV/MUHA)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734"|"Landed"|"00h49m"|||
5-Mar|"WQ1997"|"Miami, FL (MIA/KMIA)"|"08:15 EST"|"Santo Domingo (SDQ/MDSD)"|"-"|"B734 (N420US)"|"Landed 12:01 AST"|"01h44m"|||
5-Mar|"WQ702"|"Havana (HAV/MUHA)"|"08:10 CST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N285XA)"|"Landed 09:39 EST"|"00h53m"|||
5-Mar|"WQ3560"|"El Paso, TX (ELP/KELP)"|"05:25 MST"|"Guatemala City (GUA/MGGT)"|"-"|"B733 (N627SW)"|"Landed"|"03h25m"|||
5-Mar|"WQ3577"|"Alexandria, LA (AEX/KAEX)"|"06:05 CST"|"Guatemala City (GUA/MGGT)"|"-"|"B733 (N626SW)"|"Landed"|"02h36m"|||
5-Mar|"WQ730"|"Miami, FL (MIA/KMIA)"|"06:20 EST"|"Santa Clara (SNU/MUSC)"|"-"|"B734 (N802TJ)"|"Landed"|"00h38m"|||
5-Mar|"WQ3139"|"Miami, FL (MIA/KMIA)"|"06:00 EST"|"Havana (HAV/MUHA)"|"-"|"B734 (N440US)"|"Landed"|"00h43m"|||
5-Mar|"WQ701"|"Miami, FL (MIA/KMIA)"|"06:00 EST"|"Havana (HAV/MUHA)"|"-"|"B734 (N285XA)"|"Landed"|"00h42m"|||
5-Mar|"WQ9773"|"Dallas, TX (DAL/KDAL)"|"02:58 CST"|"Fort Lauderdale, FL (FLL/KFLL)"|"-"|"B734 (N803TJ)"|"Landed 05:23 EST"|"02h09m"|||
5-Mar|"WQ9854"|"Charlottesville, VA (CHO/KCHO)"|"03:50 EST"|"Greensboro, NC (GSO/KGSO)"|"-"|"B734 (N458UW)"|"Landed"|"00h33m"|||
5-Mar|"WQ9430"|"Washington (IAD/KIAD)"|"03:43 EST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N430XA)"|"Landed 04:45 EST"|"02h15m"|||
5-Mar|"WQ9321"|"Tallahassee, FL (TLH/KTLH)"|"03:10 EST"|"Memphis, TN (MEM/KMEM)"|"-"|"B734 (N804TJ)"|"Landed"|"01h22m"|||
5-Mar|"WQ4105"|"Miami, FL (MIA/KMIA)"|"-"|"Charlottesville, VA (CHO/KCHO)"|"-"|"B734 (N458UW)"|"Landed"|"-"|||
4-Mar|"WQ9761"|"Baton Rouge, LA (BTR/KBTR)"|"23:38 CST"|"Brownsville, TX (BRO/KBRO)"|"-"|"B734 (N441US)"|"Landed"|"01h46m"|||
4-Mar|"WQ6322"|"Tupelo, MS (TUP/KTUP)"|"23:30 CST"|"Columbia, MO (COU/KCOU)"|"-"|"B738 (N820TJ)"|"Landed"|"00h57m"|||
5-Mar|"WQ6321"|"South Bend, IN (SBN/KSBN)"|"00:00 EST"|"Tallahassee, FL (TLH/KTLH)"|"-"|"B734 (N804TJ)"|"Landed"|"02h16m"|||
4-Mar|"WQ7556"|"Orlando, FL (SFB/KSFB)"|"-"|"Dallas, TX (DAL/KDAL)"|"-"|"B734 (N803TJ)"|"Landed 01:17 CST"|"02h24m"|||
4-Mar|"WQ563"|"Santiago (SCU/MUCU)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N285XA)"|"Landed 00:46 EST"|"01h12m"|||
4-Mar|"WQ7105"|"Omaha, NE (OMA/KOMA)"|"22:30 CST"|"Washington (IAD/KIAD)"|"-"|"B734 (N430XA)"|"Landed 01:44 EST"|"01h49m"|||
4-Mar|"WQ7760"|"Fayetteville, AR (FYV/KFYV)"|"21:30 CST"|"Baton Rouge, LA (BTR/KBTR)"|"-"|"B734 (N441US)"|"Landed 23:19 CST"|"01h26m"|||
4-Mar|"WQ7733"|"Providence, RI (PVD/KPVD)"|"22:00 EST"|"Cincinnati, KY (CVG/KCVG)"|"-"|"B733 (N397SW)"|"Landed 00:36 EST"|"02h13m"|||
4-Mar|"WQ7770"|"Greenville, SC (GSP/KGSP)"|"20:30 EST"|"Nashville, TN (BNA/KBNA)"|"-"|"B734 (N418US)"|"Landed 20:34 CST"|"00h51m"|||
4-Mar|"WQ7556"|"Memphis, TN (MEM/KMEM)"|"19:25 CST"|"Orlando, FL (SFB/KSFB)"|"-"|"B734 (N803TJ)"|"Landed"|"01h33m"|||
4-Mar|"WQ9222"|"Brownsville, TX (BRO/KBRO)"|"-"|"Fayetteville, AR (FYV/KFYV)"|"-"|"B734 (N441US)"|"Landed 20:51 CST"|"01h31m"|||
4-Mar|"WQ6853"|"San Antonio, TX (SAT/KSAT)"|"19:20 CST"|"Bullhead City, AZ (IFP/KIFP)"|"-"|"B733"|"Landed"|"02h23m"|||
4-Mar|"WQ6851"|"San Antonio, TX (SAT/KSAT)"|"-"|"-"|"-"|"B733 (N623SW)"|"Landed"|"-"|||
4-Mar|"WQ562"|"Miami, FL (MIA/KMIA)"|"20:00 EST"|"Santiago (SCU/MUCU)"|"-"|"B734 (N285XA)"|"Landed"|"01h06m"|||
4-Mar|"WQ9430"|"Miami, FL (MIA/KMIA)"|"-"|"Omaha, NE (OMA/KOMA)"|"-"|"B734 (N430XA)"|"Landed"|"03h24m"|||
4-Mar|"WQ9440"|"Lima (LIM/SPJC)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N440US)"|"Landed 00:43 EST"|"05h24m"|||
4-Mar|"WQ9149"|"Atlantic City, NJ (ACY/KACY)"|"18:54 EST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N149XA)"|"Landed 21:31 EST"|"02h24m"|||
4-Mar|"WQ3565"|"Brownsville, TX (BRO/KBRO)"|"17:50 CST"|"Alexandria, LA (AEX/KAEX)"|"-"|"B733 (N626SW)"|"Landed"|"01h02m"|||
4-Mar|"WQ6750"|"Corpus Christi, TX (CRP/KCRP)"|"17:35 CST"|"San Antonio, TX (SAT/KSAT)"|"-"|"B733"|"Landed"|"00h29m"|||
4-Mar|"WQ4304"|"Greensboro, NC (GSO/KGSO)"|"18:30 EST"|"South Bend, IN (SBN/KSBN)"|"-"|"B734 (N804TJ)"|"Landed"|"01h23m"|||
4-Mar|"WQ9709"|"Hartford, CT (BDL/KBDL)"|"18:30 EST"|"Providence, RI (PVD/KPVD)"|"-"|"B733 (N397SW)"|"Landed 19:06 EST"|"00h18m"|||
4-Mar|"WQ562"|"Miami, FL (MIA/KMIA)"|"18:00 EST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N420US)"|"Landed 18:36 EST"|"00h10m"|||
4-Mar|"WQ525"|"Camaguey (CMW/MUCM)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N538CC)"|"Landed 18:58 EST"|"00h56m"|||
4-Mar|"WQ7755"|"Wichita, KS (ICT/KICT)"|"17:00 CST"|"Memphis, TN (MEM/KMEM)"|"-"|"B734 (N803TJ)"|"Landed"|"01h08m"|||
4-Mar|"WQ745"|"Baltimore, MD (BWI/KBWI)"|"18:00 EST"|"Indianapolis, IN (IND/KIND)"|"-"|"B734 (N807TJ)"|"Landed 20:00 EST"|"01h36m"|||
4-Mar|"WQ9732"|"Columbus, OH (CMH/KCMH)"|"17:35 EST"|"Tupelo, MS (TUP/KTUP)"|"-"|"B738 (N820TJ)"|"Landed"|"01h25m"|||
4-Mar|"WQ1994"|"Santo Domingo (SDQ/MDSD)"|"18:00 AST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N802TJ)"|"Landed 19:22 EST"|"02h02m"|||
4-Mar|"WQ3509"|"La Mesa (SAP/MHLM)"|"15:35 CST"|"Phoenix, AZ (AZA/KIWA)"|"-"|"B733 (N529AU)"|"Landed"|"04h25m"|||
4-Mar|"WQ9440"|"Chorrillos (SPLP)"|"-"|"Lima (LIM/SPJC)"|"-"|"B734 (N440US)"|"Landed 17:16 PET"|"00h53m"|||
4-Mar|"WQ808"|"Cheyenne, WY (CYS/KCYS)"|"14:20 MST"|"Wendover, UT (KENV)"|"-"|"B734 (N313XA)"|"Landed"|"01h16m"||"Casino Run?"|
4-Mar|"WQ9745"|"Philadelphia, PA (PHL/KPHL)"|"16:12 EST"|"Baltimore, MD (BWI/KBWI)"|"-"|"B734 (N807TJ)"|"Landed 17:11 EST"|"00h24m"|||
4-Mar|"WQ9327"|"Indianapolis, IN (IND/KIND)"|"16:00 EST"|"Greenville, SC (GSP/KGSP)"|"-"|"B734 (N418US)"|"Landed 19:08 EST"|"01h00m"|||
4-Mar|"WQ6801"|"Detroit, MI (DTW/KDTW)"|"16:00 EST"|"Atlantic City, NJ (ACY/KACY)"|"-"|"B734 (N149XA)"|"Landed"|"01h10m"|||
4-Mar|"WQ7710"|"Tallahassee, FL (TLH/KTLH)"|"16:00 EST"|"Greensboro, NC (GSO/KGSO)"|"-"|"B734 (N804TJ)"|"Landed 17:35 EST"|"01h10m"|||
4-Mar|"WQ524"|"Miami, FL (MIA/KMIA)"|"-"|"Camaguey (CMW/MUCM)"|"-"|"B734 (N538CC)"|"Landed"|"-"|||
4-Mar|"WQ523"|"Camaguey (CMW/MUCM)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N430XA)"|"Landed 16:29 EST"|"00h57m"|||
4-Mar|"WQ4104"|"Champaign/Urbana, IL (CMI/KCMI)"|"14:30 CST"|"Columbus, OH (CMH/KCMH)"|"-"|"B738 (N820TJ)"|"Landed 16:17 EST"|"00h44m"|||
4-Mar|"WQ6701"|"Pittsburgh, PA (PIT/KPIT)"|"-"|"Detroit, MI (DTW/KDTW)"|"-"|"B734 (N149XA)"|"Landed 15:47 EST"|"00h44m"|||
4-Mar|"WQ6851"|"-"|"-"|"San Antonio, TX (SAT/KSAT)"|"-"|"B733 (N623SW)"|"Landed 17:58 CST"|"-"|||
4-Mar|"WQ5215"|"Traverse City, MI (TVC/KTVC)"|"15:00 EST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N458UW)"|"Landed 18:12 EST"|"02h57m"|||
4-Mar|"WQ6852"|"Bullhead City, AZ (IFP/KIFP)"|"12:50 MST"|"Corpus Christi, TX (CRP/KCRP)"|"-"|"B733"|"Landed"|"02h32m"|||
4-Mar|"WQ3529"|"Guatemala City (GUA/MGGT)"|"13:40 CST"|"Phoenix, AZ (AZA/KIWA)"|"-"|"B738 (N624XA)"|"Landed"|"04h05m"|||
4-Mar|"WQ904"|"Denver, CO (DEN/KDEN)"|"12:25 MST"|"Cheyenne, WY (CYS/KCYS)"|"-"|"B734 (N313XA)"|"Landed"|"00h21m"|||
4-Mar|"WQ2648"|"Farmingdale, NY (KFRG)"|"14:00 EST"|"Ottawa, ON (YOW/CYOW)"|"-"|"B734 (N808TJ)"|"Landed 15:00 EST"|"00h59m"|||
4-Mar|"WQ3563"|"Omaha, NE (OMA/KOMA)"|"12:40 CST"|"Kansas City, MO (MCI/KMCI)"|"-"|"B733 (N626SW)"|"Landed 12:09 CST"|"00h31m"|||
4-Mar|"WQ7326"|"Newark, NJ (EWR/KEWR)"|"13:00 EST"|"Indianapolis, IN (IND/KIND)"|"-"|"B734 (N418US)"|"Landed 16:55 EST"|"02h00m"|||
4-Mar|"WQ3576"|"Managua (MGA/MNMG)"|"12:00 CST"|"Alexandria, LA (AEX/KAEX)"|"-"|"B738 (N917XA)"|"Landed"|"02h46m"|||
4-Mar|"WQ9771"|"Miami, FL (MIA/KMIA)"|"13:00 EST"|"Tallahassee, FL (TLH/KTLH)"|"-"|"B734 (N804TJ)"|"Landed"|"01h06m"|||
4-Mar|"WQ9754"|"Syracuse, NY (SYR/KSYR)"|"13:00 EST"|"Wichita, KS (ICT/KICT)"|"-"|"B734 (N803TJ)"|"Landed 15:03 CST"|"03h28m"|||
4-Mar|"WQ1996"|"Santo Domingo (SDQ/MDSD)"|"13:45 AST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N285XA)"|"Landed 17:11 EST"|"02h04m"|||
4-Mar|"WQ1995"|"Miami, FL (MIA/KMIA)"|"12:45 EST"|"Santo Domingo (SDQ/MDSD)"|"-"|"B734 (N802TJ)"|"Landed 16:16 AST"|"01h43m"|||
4-Mar|"WQ6851"|"Phoenix, AZ (AZA/KIWA)"|"10:15 MST"|"Bullhead City, AZ (IFP/KIFP)"|"-"|"B733 (N623SW)"|"Landed"|"00h40m"|||
4-Mar|"WQ3588"|"Alexandria, LA (AEX/KAEX)"|"11:10 CST"|"La Mesa (SAP/MHLM)"|"-"|"B733 (N529AU)"|"Landed"|"02h30m"|||
4-Mar|"WQ522"|"Miami, FL (MIA/KMIA)"|"12:00 EST"|"Camaguey (CMW/MUCM)"|"-"|"B734 (N430XA)"|"Landed"|"00h49m"|||
4-Mar|"WQ807"|"Wendover, UT (KENV)"|"10:00 MST"|"Denver, CO (DEN/KDEN)"|"-"|"B734 (N313XA)"|"Landed"|"01h05m"||"Casino Run?"|
4-Mar|"WQ3562"|"Minneapolis, MN (MSP/KMSP)"|"10:05 CST"|"Omaha, NE (OMA/KOMA)"|"-"|"B733 (N626SW)"|"Landed"|"00h46m"|||
4-Mar|"WQ6800"|"Gulfport, MS (GPT/KGPT)"|"10:00 CST"|"Pittsburgh, PA (PIT/KPIT)"|"-"|"B734 (N149XA)"|"Landed 13:45 EST"|"01h46m"|||
4-Mar|"WQ3590"|"Guatemala City (GUA/MGGT)"|"10:00 CST"|"Brownsville, TX (BRO/KBRO)"|"-"|"B734 (N441US)"|"Landed"|"02h12m"|||
4-Mar|"WQ503"|"Havana (HAV/MUHA)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N430XA)"|"Landed 11:22 EST"|"00h43m"|||
4-Mar|"WQ9326"|"Greensboro, NC (GSO/KGSO)"|"10:35 EST"|"Newark, NJ (EWR/KEWR)"|"-"|"B734 (N418US)"|"Landed 11:51 EST"|"01h06m"|||
4-Mar|"WQ2202"|"Havana (HAV/MUHA)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N802TJ)"|"Landed 11:18 EST"|"00h44m"|||
4-Mar|"WQ9807"|"Greensboro, NC (GSO/KGSO)"|"10:30 EST"|"Raleigh/Durham, NC (RDU/KRDU)"|"-"|"B734 (N807TJ)"|"Landed 11:12 EST"|"00h20m"|||
4-Mar|"WQ3551"|"La Mesa (SAP/MHLM)"|"09:00 CST"|"El Paso, TX (ELP/KELP)"|"-"|"B733 (N627SW)"|"Landed 12:09 MST"|"03h44m"|||
4-Mar|"WQ6703"|"Long Beach, CA (LGB/KLGB)"|"07:00 PST"|"Phoenix, AZ (AZA/KIWA)"|"-"|"B733 (N623SW)"|"Landed"|"01h02m"|||
4-Mar|"WQ3174"|"Holguin (HOG/MUHG)"|"-"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N420US)"|"Landed 10:56 EST"|"01h07m"|||
4-Mar|"WQ3520"|"Dallas, TX (DAL/KDAL)"|"08:40 CST"|"San Salvador (SAL/MSLP)"|"-"|"B733 (N531AU)"|"Landed"|"03h42m"|||
4-Mar|"WQ3507"|"Phoenix, AZ (AZA/KIWA)"|"-"|"-"|"-"|"B733 (N529AU)"|"Landed"|"-"|||
4-Mar|"WQ3528"|"Phoenix, AZ (AZA/KIWA)"|"07:00 MST"|"Guatemala City (GUA/MGGT)"|"-"|"B738 (N624XA)"|"Landed"|"03h56m"|||
4-Mar|"WQ3575"|"Alexandria, LA (AEX/KAEX)"|"07:40 CST"|"Managua (MGA/MNMG)"|"-"|"B738 (N917XA)"|"Landed"|"02h58m"|||
4-Mar|"WQ3508"|"Phoenix, AZ (AZA/KIWA)"|"06:30 MST"|"Alexandria, LA (AEX/KAEX)"|"-"|"B733"|"Landed"|"02h32m"|||
4-Mar|"WQ1997"|"Miami, FL (MIA/KMIA)"|"08:15 EST"|"Santo Domingo (SDQ/MDSD)"|"-"|"B734 (N285XA)"|"Landed 11:18 AST"|"01h49m"|||
4-Mar|"WQ702"|"Havana (HAV/MUHA)"|"08:10 CST"|"Miami, FL (MIA/KMIA)"|"-"|"B734 (N538CC)"|"Landed 09:33 EST"|"00h47m"|||
4-Mar|"WQ502"|"Miami, FL (MIA/KMIA)"|"-"|"Havana (HAV/MUHA)"|"-"|"B734 (N430XA)"|"Landed"|"-"|||
4-Mar|"WQ2201"|"Miami, FL (MIA/KMIA)"|"07:30 EST"|"Havana (HAV/MUHA)"|"-"|"B734 (N802TJ)"|"Landed"|"00h49m"|||
